leagues,outcomes,edge_min,sel_n,sel_roi,hld_n,hld_roi,hld_win,hld_per_season
B1+E1+I1+SP1,away,0.05,2042,-0.04564631221653981,1123,0.017252015482433748,0.44345503116651824,160.42857142857142
B1+E1+I1+SP1,away,0.08,2042,-0.04564631221653981,1123,0.017252015482433748,0.44345503116651824,160.42857142857142
F1+I1+SP1+T1,home,0.15,824,-0.01025445407686296,280,0.01724902558146981,0.6214285714285714,40.0
D1+N1+SC0+SP1,home+draw,0.12,1763,-0.015854904820879718,825,0.017245173350743943,0.4448484848484848,117.85714285714286
E0+I1+SP1,home,0.12,1397,0.029102856096597903,358,0.017224477069243373,0.5949720670391061,51.142857142857146
B1+N1+SP1+T1,all,0.15,1457,0.010272262948604545,716,0.01720832159009,0.5181564245810056,102.28571428571429
I1+SC0+SP1+T1,away,0.12,930,-0.012768604774328375,501,0.017207532462863998,0.5249500998003992,71.57142857142857
E0+E1+G1+N1,draw+away,0.05,2995,-0.015984513152069363,1762,0.017206691359030503,0.358683314415437,251.71428571428572
E0+E1+G1+N1,draw+away,0.08,2995,-0.015984513152069363,1762,0.017206691359030503,0.358683314415437,251.71428571428572
F1+N1,all,0.1,1826,0.014746780850777588,882,0.01720450304849041,0.4331065759637188,126.0
D1+I1+N1+T1,all,0.18,878,-0.0607091480529384,333,0.01717830033662703,0.4774774774774775,47.57142857142857
SC0,all,0.08,1182,-0.0494228553584792,541,0.0171766427926484,0.43068391866913125,77.28571428571429
SC0,all,0.05,1182,-0.0494228553584792,541,0.0171766427926484,0.43068391866913125,77.28571428571429
D1+G1+N1+SP1,all,0.1,4000,0.010250818975416045,1984,0.01715539565049072,0.4435483870967742,283.42857142857144
N1+SC0+T1,draw+away,0.05,2061,-0.04995667670241682,1224,0.01714698773023956,0.33905228758169936,174.85714285714286
N1+SC0+T1,draw+away,0.08,2061,-0.04995667670241682,1224,0.01714698773023956,0.33905228758169936,174.85714285714286
F1+SP1+T1,draw+away,0.05,2454,-0.022032670424965678,1520,0.01714302701426033,0.3631578947368421,217.14285714285714
F1+SP1+T1,draw+away,0.08,2454,-0.022032670424965678,1520,0.01714302701426033,0.3631578947368421,217.14285714285714
E0+G1+P1+SP1,draw+away,0.1,1871,-0.01214490518403608,1397,0.017138607254210767,0.4065855404438082,199.57142857142858
B1+D1+E0+T1,all,0.05,6010,0.012257396870746465,3450,0.01713630210840145,0.41594202898550725,492.85714285714283
B1+D1+E0+T1,all,0.08,6010,0.012257396870746465,3450,0.01713630210840145,0.41594202898550725,492.85714285714283
B1+D1+G1+T1,home,0.05,2740,0.053449096380904074,1182,0.01712655654914637,0.5516074450084603,168.85714285714286
B1+D1+G1+T1,home,0.08,2740,0.053449096380904074,1182,0.01712655654914637,0.5516074450084603,168.85714285714286
E1+G1+N1+SC0,away,0.1,1015,-0.04696967966972313,560,0.017124042095758584,0.44285714285714284,80.0
B1+D1+I1+P1,home,0.12,1472,0.060151451870454405,538,0.017121014298141335,0.6226765799256505,76.85714285714286
I1+N1+SC0+SP1,home,0.12,1405,0.015407064428444544,491,0.017116374046388175,0.5906313645621182,70.14285714285714
B1+I1+SP1,draw,0.1,514,-0.10472208211879931,433,0.01711047872109285,0.2817551963048499,61.857142857142854
B1+D1+T1,home+draw,0.1,2048,0.017788201823900594,1011,0.017107925045691492,0.44807121661721067,144.42857142857142
B1+I1+SC0,all,0.08,4097,-0.007768670227295735,2117,0.01710121180054778,0.4336324988190836,302.42857142857144
B1+I1+SC0,all,0.05,4097,-0.007768670227295735,2117,0.01710121180054778,0.4336324988190836,302.42857142857144
D1+N1+T1,draw+away,0.05,2163,-0.06145521028368315,1403,0.017098006758968696,0.32287954383464007,200.42857142857142
D1+N1+T1,draw+away,0.08,2163,-0.06145521028368315,1403,0.017098006758968696,0.32287954383464007,200.42857142857142
B1+E0+G1+SP1,home+draw,0.1,3205,0.05060359786102158,1332,0.017095049579855793,0.47597597597597596,190.28571428571428
E0+F1+T1,draw+away,0.15,555,0.0049872517753214735,364,0.017092517976128447,0.4478021978021978,52.0
D1+E0+F1+G1,draw+away,0.1,1954,-0.023181413366635414,1249,0.017091977200887228,0.37950360288230583,178.42857142857142
B1+E1+SP1,home,0.05,2417,0.055139185993352276,952,0.017089599834074386,0.5346638655462185,136.0
B1+E1+SP1,home,0.08,2417,0.055139185993352276,952,0.017089599834074386,0.5346638655462185,136.0
E1+F1+N1+T1,draw+away,0.12,1257,0.0040758813596526115,698,0.01708771951825779,0.3868194842406877,99.71428571428571
B1+I1,all,0.05,2915,0.007027408071655871,1576,0.017070830113253607,0.4346446700507614,225.14285714285714
B1+I1,all,0.08,2915,0.007027408071655871,1576,0.017070830113253607,0.4346446700507614,225.14285714285714
B1+I1+N1+SC0,draw+away,0.1,1789,-0.05984432839604102,1108,0.01706423760519637,0.3835740072202166,158.28571428571428
D1+I1+N1+SP1,home+draw,0.12,1997,-0.006964392274384739,758,0.01705738640880836,0.449868073878628,108.28571428571429
E0+E1+P1,draw+away,0.1,1540,0.04460989945470681,982,0.017051446627316454,0.40427698574338083,140.28571428571428
B1+SC0+T1,all,0.1,2678,-0.013327202643093325,1540,0.017048556487090666,0.45324675324675323,220.0
E0+I1+SP1,home,0.08,2916,0.04092472566479096,1002,0.017041081625095166,0.5409181636726547,143.14285714285714
E0+I1+SP1,home,0.05,2916,0.04092472566479096,1002,0.017041081625095166,0.5409181636726547,143.14285714285714
D1+E0+I1+SC0,draw+away,0.15,724,-0.09436309196385152,414,0.01700423028804606,0.4178743961352657,59.142857142857146
D1+F1+SC0+SP1,draw,0.1,778,-0.17090280255469814,482,0.0169988335154721,0.24688796680497926,68.85714285714286
E1+F1+SC0+SP1,all,0.08,6380,0.008229267413381943,2874,0.01699834591585658,0.4234516353514266,410.57142857142856
E1+F1+SC0+SP1,all,0.05,6380,0.008229267413381943,2874,0.01699834591585658,0.4234516353514266,410.57142857142856
SC0+SP1+T1,draw,0.1,492,-0.15720904389914572,433,0.016989577954058702,0.2748267898383372,61.857142857142854
F1+I1+SP1+T1,all,0.1,4490,0.007739953729871759,2243,0.016975889156526085,0.46277307177886756,320.42857142857144
D1+F1+G1+SP1,all,0.15,1412,0.010830069787588725,655,0.016972889952173966,0.4961832061068702,93.57142857142857
F1+I1+N1+SP1,all,0.05,6450,-0.000238666111325586,3118,0.016970557088204632,0.4384220654265555,445.42857142857144
F1+I1+N1+SP1,all,0.08,6450,-0.000238666111325586,3118,0.016970557088204632,0.4384220654265555,445.42857142857144
D1+SP1+T1,home+draw,0.1,2312,0.0037697143287338435,1185,0.016962379002205832,0.4421940928270042,169.28571428571428
B1+G1+N1+SP1,home+draw,0.15,983,0.061020024511684534,449,0.016961747898817475,0.5434298440979956,64.14285714285714
E1+I1+SC0+SP1,all,0.1,4240,-0.0031949686512757593,1922,0.01695522318665592,0.463579604578564,274.57142857142856
SC0+SP1+T1,home,0.05,2293,0.010452448594665107,1099,0.016950871324621097,0.5450409463148317,157.0
SC0+SP1+T1,home,0.08,2293,0.010452448594665107,1099,0.016950871324621097,0.5450409463148317,157.0
D1+E0+G1+SP1,all,0.1,4445,0.02227214018577281,2147,0.016950400364766034,0.44946436888681884,306.7142857142857
E1+F1+SP1,all,0.05,5198,0.02207163274960813,2333,0.016950314028247912,0.42177453921988856,333.2857142857143
E1+F1+SP1,all,0.08,5198,0.02207163274960813,2333,0.016950314028247912,0.42177453921988856,333.2857142857143
D1+E0+N1+SC0,all,0.1,3960,-0.010877291476746426,1887,0.016949143436709068,0.4292527821939587,269.57142857142856
E0+F1+I1+SP1,away,0.05,2008,0.0028147781624733824,1313,0.01692829934525328,0.4706778370144707,187.57142857142858
E0+F1+I1+SP1,away,0.08,2008,0.0028147781624733824,1313,0.01692829934525328,0.4706778370144707,187.57142857142858
B1+D1+N1+P1,home+draw,0.1,2535,0.04322424396768031,1332,0.016919845285049008,0.46846846846846846,190.28571428571428
B1+D1+E0+N1,home+draw,0.08,4227,0.022971522883151987,1901,0.01691732508099538,0.41977906365071016,271.57142857142856
B1+D1+E0+N1,home+draw,0.05,4227,0.022971522883151987,1901,0.01691732508099538,0.41977906365071016,271.57142857142856
B1+E0+I1,home,0.12,1285,0.0351219954934554,337,0.016913468721598806,0.5905044510385756,48.142857142857146
B1+F1+I1+N1,home+draw,0.1,2733,0.027505977321769414,1103,0.01691188517883269,0.44242973708068906,157.57142857142858
B1+D1+E0+F1,home+draw,0.1,2990,0.03297756358616277,1078,0.016903873845993525,0.43506493506493504,154.0
B1+I1+N1+SC0,home,0.12,1293,0.021197319058681514,470,0.016898055405530493,0.5872340425531914,67.14285714285714
E1+P1+SC0+SP1,away,0.08,2089,0.013092182393900238,965,0.01686869248356477,0.4466321243523316,137.85714285714286
E1+P1+SC0+SP1,away,0.05,2089,0.013092182393900238,965,0.01686869248356477,0.4466321243523316,137.85714285714286
E0+N1+SC0+SP1,all,0.15,1472,-0.00532917030466288,608,0.016862135854948758,0.48848684210526316,86.85714285714286
B1+I1+SC0+SP1,draw+away,0.08,3002,-0.058321182625786235,1942,0.016861827446659046,0.374356333676622,277.42857142857144
B1+I1+SC0+SP1,draw+away,0.05,3002,-0.058321182625786235,1942,0.016861827446659046,0.374356333676622,277.42857142857144
B1+D1+I1+SP1,draw+away,0.05,3104,-0.06630579700211216,2121,0.01684311386468996,0.3606789250353607,303.0
B1+D1+I1+SP1,draw+away,0.08,3104,-0.06630579700211216,2121,0.01684311386468996,0.3606789250353607,303.0
D1+N1+P1+SP1,home+draw,0.1,2799,0.03051054564411221,1506,0.016834205037786668,0.46148738379814075,215.14285714285714
B1+D1+I1+N1,draw+away,0.1,1842,-0.06887756929293015,1209,0.01681939509959191,0.36228287841191065,172.71428571428572
D1+P1+SC0,draw+away,0.1,1464,-0.02004373486378205,918,0.01680813084336014,0.37037037037037035,131.14285714285714
F1+I1+N1+SP1,home+draw,0.1,2997,0.01599268695334007,1277,0.01679907614100863,0.437744714173845,182.42857142857142
B1+F1+SP1+T1,home,0.15,790,0.05100185528844914,329,0.0167917623821935,0.6048632218844985,47.0
B1+D1+F1+P1,all,0.1,3728,0.04563563055175141,2085,0.016789864648849864,0.4503597122302158,297.85714285714283
D1+E0+F1+SP1,home+draw,0.1,3254,0.021625604000355417,1252,0.01678352408216591,0.43130990415335463,178.85714285714286
B1+I1+N1,all,0.1,2829,-0.00285159138592182,1422,0.016782877997434352,0.4549929676511955,203.14285714285714
B1+D1+G1+SP1,home+draw,0.15,1043,0.026843570087123424,457,0.01676610725451373,0.5229759299781181,65.28571428571429
N1+SC0+T1,draw+away,0.1,1373,-0.0507470279788629,791,0.016766064656594703,0.359039190897598,113.0
E0+F1,all,0.1,2271,0.03832017418396153,1045,0.016745537938305237,0.44688995215311006,149.28571428571428
B1+E1+G1+SP1,all,0.18,703,0.036647794879364565,414,0.01673409133964671,0.5434782608695652,59.142857142857146
P1+SC0+SP1+T1,draw,0.08,995,-0.1102143277200874,932,0.01673214662546793,0.2778969957081545,133.14285714285714
P1+SC0+SP1+T1,draw,0.05,995,-0.1102143277200874,932,0.01673214662546793,0.2778969957081545,133.14285714285714
E0+E1+F1+T1,draw+away,0.1,2137,0.01677295518140829,1216,0.016725297141939273,0.38898026315789475,173.71428571428572
D1+F1+SC0,home,0.1,1211,0.02116497970883695,487,0.016711751249956656,0.5174537987679672,69.57142857142857
B1+E0+SC0+SP1,home,0.05,3086,0.03797588059529644,1305,0.016704744820864145,0.5302681992337165,186.42857142857142
B1+E0+SC0+SP1,home,0.08,3086,0.03797588059529644,1305,0.016704744820864145,0.5302681992337165,186.42857142857142
B1+I1+P1,home+draw,0.05,2932,0.05193465323492202,1576,0.0166907935245028,0.4517766497461929,225.14285714285714
B1+I1+P1,home+draw,0.08,2932,0.05193465323492202,1576,0.0166907935245028,0.4517766497461929,225.14285714285714
F1+SC0+SP1+T1,all,0.05,6102,-0.0015201955353941156,3192,0.016687588507792377,0.43452380952380953,456.0
F1+SC0+SP1+T1,all,0.08,6102,-0.0015201955353941156,3192,0.016687588507792377,0.43452380952380953,456.0
F1+P1+SC0+SP1,draw+away,0.08,3113,-0.016221215221039854,1808,0.016682849674496243,0.3788716814159292,258.2857142857143
F1+P1+SC0+SP1,draw+away,0.05,3113,-0.016221215221039854,1808,0.016682849674496243,0.3788716814159292,258.2857142857143
E1+SC0+SP1,all,0.15,946,-0.010509150682973077,519,0.01668205535120418,0.51252408477842,74.14285714285714
B1+E1+I1+SC0,home,0.08,2759,0.021640181682974834,968,0.016673452938071553,0.5351239669421488,138.28571428571428
B1+E1+I1+SC0,home,0.05,2759,0.021640181682974834,968,0.016673452938071553,0.5351239669421488,138.28571428571428
D1+F1+P1+SP1,draw+away,0.05,3215,-0.024194594838880645,1987,0.016672851368406443,0.3638651233014595,283.85714285714283
D1+F1+P1+SP1,draw+away,0.08,3215,-0.024194594838880645,1987,0.016672851368406443,0.3638651233014595,283.85714285714283
B1+E1+N1+SP1,home+draw,0.15,938,0.054598932621781976,448,0.01666026010245033,0.5089285714285714,64.0
D1+N1+SP1,home,0.05,2325,0.04157314192212735,943,0.01665473109394209,0.545068928950159,134.71428571428572
D1+N1+SP1,home,0.08,2325,0.04157314192212735,943,0.01665473109394209,0.545068928950159,134.71428571428572
SP1+T1,home+draw,0.08,2337,0.014897415669263782,1432,0.016653139591271827,0.4420391061452514,204.57142857142858
SP1+T1,home+draw,0.05,2337,0.014897415669263782,1432,0.016653139591271827,0.4420391061452514,204.57142857142858
B1+D1+G1+SC0,draw,0.12,412,-0.11200177044002814,290,0.016645936974894276,0.2689655172413793,41.42857142857143
P1+SC0+SP1+T1,draw+away,0.1,1978,-0.019906795172377447,1300,0.016638189674203715,0.3923076923076923,185.71428571428572
B1+E0+I1+T1,away,0.1,1105,-0.033240083123030194,934,0.016622868081293835,0.4593147751605996,133.42857142857142
I1+SC0+SP1,away,0.08,1593,-0.008672263210821707,682,0.016621536614816357,0.5146627565982405,97.42857142857143
I1+SC0+SP1,away,0.05,1593,-0.008672263210821707,682,0.016621536614816357,0.5146627565982405,97.42857142857143
B1+D1+T1,draw+away,0.15,498,-0.1267534398917764,342,0.016621411526465502,0.40058479532163743,48.857142857142854
D1+E0+P1+SC0,away,0.1,1221,0.04568277595501831,832,0.016616298914525165,0.4495192307692308,118.85714285714286
B1+SP1+T1,away,0.12,622,-0.05563780924610629,385,0.016602990803111325,0.4675324675324675,55.0
D1+N1+P1+SC0,draw+away,0.05,2822,-0.045195521195243664,1691,0.016597705898612525,0.3465405085748078,241.57142857142858
D1+N1+P1+SC0,draw+away,0.08,2822,-0.045195521195243664,1691,0.016597705898612525,0.3465405085748078,241.57142857142858
B1+E0+E1+T1,all,0.2,586,0.028445748054828687,297,0.016584748312784347,0.5252525252525253,42.42857142857143
F1+SP1+T1,all,0.08,4920,0.009501678548281265,2651,0.016575845923407072,0.43530743115805354,378.7142857142857
F1+SP1+T1,all,0.05,4920,0.009501678548281265,2651,0.016575845923407072,0.43530743115805354,378.7142857142857
B1+N1+P1+SP1,home+draw,0.15,1047,0.0641738474528563,477,0.016575645598774846,0.5576519916142557,68.14285714285714
B1+P1+SC0,home+draw,0.12,1244,0.05492151249522529,723,0.016566595752427082,0.5172890733056709,103.28571428571429
F1+SC0+SP1,draw,0.08,919,-0.12191572535528064,610,0.016563874112054292,0.25901639344262295,87.14285714285714
F1+SC0+SP1,draw,0.05,919,-0.12191572535528064,610,0.016563874112054292,0.25901639344262295,87.14285714285714
I1+N1+SC0,away,0.1,887,-0.026495132775089438,461,0.01655712452290606,0.49891540130151846,65.85714285714286
B1+G1+I1+N1,home,0.08,2809,0.051951448532627245,1014,0.016551591693132715,0.5729783037475346,144.85714285714286
B1+G1+I1+N1,home,0.05,2809,0.051951448532627245,1014,0.016551591693132715,0.5729783037475346,144.85714285714286
B1+G1+SP1+T1,home+draw,0.08,4150,0.04515117323850603,2340,0.016550286384402542,0.44487179487179485,334.2857142857143
B1+G1+SP1+T1,home+draw,0.05,4150,0.04515117323850603,2340,0.016550286384402542,0.44487179487179485,334.2857142857143
B1+E0+G1+SP1,all,0.18,832,0.032189541037307944,332,0.01654290078188266,0.5512048192771084,47.42857142857143
E0+E1+N1+SP1,all,0.05,6817,0.010814050254304337,3249,0.01654074637588623,0.42843951985226225,464.14285714285717
E0+E1+N1+SP1,all,0.08,6817,0.010814050254304337,3249,0.01654074637588623,0.42843951985226225,464.14285714285717
E0+F1+G1+I1,away,0.15,446,-0.0389998999674206,328,0.016536766343424308,0.5182926829268293,46.857142857142854
E0+N1+P1+T1,draw,0.05,1300,-0.03298169927264862,699,0.01653044280228611,0.2632331902718169,99.85714285714286
E0+N1+P1+T1,draw,0.08,1300,-0.03298169927264862,699,0.01653044280228611,0.2632331902718169,99.85714285714286
F1+N1+P1+SP1,away,0.1,1258,0.016962826830675796,742,0.016522458331330814,0.47304582210242585,106.0
B1+E0+I1,all,0.1,3274,0.014182900415613016,1585,0.01651855840070676,0.4618296529968454,226.42857142857142
F1+SC0+SP1,home+draw,0.12,1289,0.010982403545446958,602,0.016510195355481014,0.45182724252491696,86.0
D1+F1+SC0+T1,draw+away,0.1,2061,-0.030478228861642597,1152,0.016509246764112764,0.3611111111111111,164.57142857142858
B1+E0+E1+T1,all,0.18,829,0.014996789553754332,450,0.01650602172585099,0.5088888888888888,64.28571428571429
E0+E1+I1+SC0,draw+away,0.1,2110,-0.00885546544009233,1200,0.016498356393172663,0.405,171.42857142857142
B1+E0+F1+G1,draw+away,0.1,1778,-0.015085170369899292,1211,0.0164660968927762,0.3955408753096614,173.0
B1+D1+I1+T1,home+draw,0.05,4113,0.02006090177623904,2127,0.01646030514136226,0.4137282557592854,303.85714285714283
B1+D1+I1+T1,home+draw,0.08,4113,0.02006090177623904,2127,0.01646030514136226,0.4137282557592854,303.85714285714283
D1+N1+T1,draw+away,0.1,1426,-0.0625925632317904,892,0.016458176731355887,0.3329596412556054,127.42857142857143
D1+P1+SP1+T1,draw+away,0.1,2031,-0.02829067427307847,1401,0.01645659644848052,0.37330478229835834,200.14285714285714
B1+D1+E1+SP1,home+draw,0.15,998,0.016744930099791087,456,0.016445346378332882,0.48903508771929827,65.14285714285714
E1+N1+SC0+T1,draw+away,0.15,635,-0.06250188884975975,387,0.016438908155834465,0.4134366925064599,55.285714285714285
E0+N1+SP1+T1,all,0.1,4498,0.005529429448688553,2332,0.016426859744636684,0.4554030874785592,333.14285714285717
D1+E0+G1+T1,away,0.05,1539,-0.02402271195721013,1240,0.01642643862477554,0.42016129032258065,177.14285714285714
D1+E0+G1+T1,away,0.08,1539,-0.02402271195721013,1240,0.01642643862477554,0.42016129032258065,177.14285714285714
B1+E0+P1+SP1,home+draw,0.12,2158,0.049263356325808,922,0.01641672130646886,0.5195227765726681,131.71428571428572
B1+G1,home+draw,0.05,1813,0.08143648199891064,908,0.016410968389929965,0.44933920704845814,129.71428571428572
B1+G1,home+draw,0.08,1813,0.08143648199891064,908,0.016410968389929965,0.44933920704845814,129.71428571428572
F1+G1+SP1,all,0.1,3119,0.03774394307730722,1532,0.016406451493382063,0.4660574412532637,218.85714285714286
E0+T1,away,0.12,402,-0.014887092822627873,367,0.016405882240968644,0.4550408719346049,52.42857142857143
B1+N1+P1,home+draw,0.1,1858,0.061864494975145116,1063,0.016401564636734492,0.49200376293508935,151.85714285714286
B1+I1+N1+T1,home,0.1,2093,0.018560474859662876,854,0.01639799043256371,0.5655737704918032,122.0
B1+D1+P1+SP1,home+draw,0.15,1107,0.03289488549791849,485,0.016391686496603504,0.5381443298969072,69.28571428571429
D1+F1,home,0.08,1326,0.04113953371332443,476,0.01635625338812653,0.4957983193277311,68.0
D1+F1,home,0.05,1326,0.04113953371332443,476,0.01635625338812653,0.4957983193277311,68.0
N1+P1+SP1,home+draw,0.1,2122,0.04415275125812517,1237,0.016353295006981773,0.4801940177849636,176.71428571428572
B1+I1+P1,home+draw,0.12,1478,0.05311395141823981,656,0.016352790851764984,0.5304878048780488,93.71428571428571
B1+D1+F1+P1,home,0.1,1821,0.080443120665124,834,0.016351200398803948,0.564748201438849,119.14285714285714
E1+I1+SP1,away,0.08,1712,-0.025607106220340646,829,0.01633561375076223,0.46682750301568154,118.42857142857143
E1+I1+SP1,away,0.05,1712,-0.025607106220340646,829,0.01633561375076223,0.46682750301568154,118.42857142857143
B1+D1+E1+F1,all,0.05,5945,0.021385560423772463,2899,0.01633488563804015,0.39323904794756814,414.14285714285717
B1+D1+E1+F1,all,0.08,5945,0.021385560423772463,2899,0.01633488563804015,0.39323904794756814,414.14285714285717
D1+F1+G1+SP1,home,0.1,2158,0.07468611926189891,748,0.01633435305674312,0.5641711229946524,106.85714285714286
B1+G1+I1+SP1,all,0.1,4122,0.018983935377964473,2072,0.016332769711272403,0.4724903474903475,296.0
D1+F1+N1+SC0,all,0.05,5464,-0.013696242400464407,2649,0.016329536697908913,0.4043035107587769,378.42857142857144
D1+F1+N1+SC0,all,0.08,5464,-0.013696242400464407,2649,0.016329536697908913,0.4043035107587769,378.42857142857144
B1+T1,home+draw,0.1,1371,0.033510896599051626,742,0.016314826781286047,0.4743935309973046,106.0
E0+N1+SP1+T1,all,0.08,6539,0.001985072914712062,3567,0.016312361918714192,0.43790299971965235,509.57142857142856
E0+N1+SP1+T1,all,0.05,6539,0.001985072914712062,3567,0.016312361918714192,0.43790299971965235,509.57142857142856
B1+I1+N1+T1,home+draw,0.08,4048,0.014957290025454296,2146,0.016311222337034182,0.42917054986020503,306.57142857142856
B1+I1+N1+T1,home+draw,0.05,4048,0.014957290025454296,2146,0.016311222337034182,0.42917054986020503,306.57142857142856
D1+E0+E1+I1,draw+away,0.1,2163,-0.016851240618819,1301,0.0163025659968058,0.3835511145272867,185.85714285714286
B1+N1+P1,draw+away,0.08,1915,-0.048428124585947974,1393,0.01629919840170756,0.3546302943287868,199.0
B1+N1+P1,draw+away,0.05,1915,-0.048428124585947974,1393,0.01629919840170756,0.3546302943287868,199.0
B1+SP1+T1,all,0.15,1156,0.012191720520816622,609,0.016297132203702602,0.5336617405582923,87.0
E1+I1+P1+SP1,draw,0.1,744,-0.043342867600311384,587,0.01628824035530539,0.2776831345826235,83.85714285714286
F1+G1+I1+SP1,home,0.12,1528,0.056964183539700126,477,0.016284316300608576,0.6079664570230608,68.14285714285714
B1+E1+P1+SP1,all,0.1,4016,0.04693783013821328,2209,0.016278609313495927,0.47261204164780446,315.57142857142856
D1+E0+F1+I1,away,0.12,830,0.028047309028480013,613,0.01627506870675749,0.4828711256117455,87.57142857142857
B1+D1+SP1+T1,home,0.15,849,0.03296183512228646,318,0.016272292463925017,0.6132075471698113,45.42857142857143
F1+N1+SC0,all,0.1,2634,-0.008754330987786257,1272,0.016265590536529855,0.43946540880503143,181.71428571428572
D1+I1+N1+SC0,home,0.05,2667,0.00927392496494848,959,0.016263859633763398,0.5453597497393118,137.0
D1+I1+N1+SC0,home,0.08,2667,0.00927392496494848,959,0.016263859633763398,0.5453597497393118,137.0
D1+I1+N1+T1,away,0.1,1200,-0.03789458905515008,753,0.016258529652931883,0.44754316069057104,107.57142857142857
SP1+T1,home+draw,0.1,1635,0.012502439669762399,916,0.01625374363627863,0.46179039301310043,130.85714285714286
F1+G1+P1+SC0,draw,0.12,414,-0.021099289759512113,284,0.016245685211233,0.2746478873239437,40.57142857142857
E0+E1+F1+P1,draw,0.1,930,0.023769039332765723,350,0.016221487316803826,0.2571428571428571,50.0
B1+I1+N1+SC0,all,0.1,3637,-0.01475730843867227,1812,0.01622062428351043,0.45474613686534215,258.85714285714283
D1+E0+E1+P1,away,0.1,1204,0.041534603794511904,876,0.01621320650125269,0.4383561643835616,125.14285714285714
D1+E0+E1+SC0,draw,0.1,882,-0.07763187200779034,382,0.016201957888569755,0.24083769633507854,54.57142857142857
B1+E0+G1+SC0,away,0.05,1411,-0.019033978677192864,1124,0.016201839772969656,0.4261565836298932,160.57142857142858
B1+E0+G1+SC0,away,0.08,1411,-0.019033978677192864,1124,0.016201839772969656,0.4261565836298932,160.57142857142858
I1+SP1+T1,home,0.12,1283,0.014522547744803122,449,0.01620095272106823,0.6035634743875279,64.14285714285714
E1+P1+SC0+SP1,away,0.1,1336,0.026755607456850163,656,0.016192584568622905,0.48323170731707316,93.71428571428571
F1+I1+SP1,home+draw,0.12,1523,0.01747328187616669,535,0.016185788300377972,0.45981308411214955,76.42857142857143
B1+I1+P1+T1,draw,0.12,456,-0.0013734468213917874,289,0.016180773216933068,0.28719723183391005,41.285714285714285
B1+D1+P1+SP1,all,0.15,1526,0.02633300680089278,756,0.016179279791641323,0.5224867724867724,108.0
D1+E0+E1+G1,away,0.12,674,0.006722674789765397,525,0.016158248879403835,0.4419047619047619,75.0
D1+G1+P1+SC0,draw,0.12,402,-0.12428718213559492,335,0.016142940964405154,0.2656716417910448,47.857142857142854
F1+I1+SC0+SP1,away,0.08,2048,0.0021500131428092597,1004,0.01614156641962971,0.48904382470119523,143.42857142857142
F1+I1+SC0+SP1,away,0.05,2048,0.0021500131428092597,1004,0.01614156641962971,0.48904382470119523,143.42857142857142
D1+G1+I1+SP1,away,0.1,1240,-0.03232269535665798,746,0.01613741444161201,0.4785522788203753,106.57142857142857
I1+SC0,home,0.1,949,-0.02166713917502119,295,0.016117648735158183,0.5830508474576271,42.142857142857146
E1+P1+SC0+T1,draw,0.12,438,0.015900106654287767,319,0.016099445566630118,0.2727272727272727,45.57142857142857
B1+D1+F1+T1,all,0.05,5667,0.010244851423684425,3217,0.016090418278364063,0.4072116879079888,459.57142857142856
B1+D1+F1+T1,all,0.08,5667,0.010244851423684425,3217,0.016090418278364063,0.4072116879079888,459.57142857142856
D1+F1+N1,all,0.05,4282,-0.003515111666784122,2108,0.01607124439854073,0.39753320683111953,301.14285714285717
D1+F1+N1,all,0.08,4282,-0.003515111666784122,2108,0.01607124439854073,0.39753320683111953,301.14285714285717
F1+SP1+T1,home,0.05,2466,0.03064639369404159,1131,0.01606751311463289,0.5322723253757736,161.57142857142858
F1+SP1+T1,home,0.08,2466,0.03064639369404159,1131,0.01606751311463289,0.5322723253757736,161.57142857142858
E0+F1+N1,draw,0.08,1224,-0.034347228254665824,377,0.016064835700689648,0.22015915119363394,53.857142857142854
E0+F1+N1,draw,0.05,1224,-0.034347228254665824,377,0.016064835700689648,0.22015915119363394,53.857142857142854
B1+D1+E1,home+draw,0.12,1342,0.03903071517387322,545,0.01606322435849032,0.45321100917431195,77.85714285714286
B1+I1+P1,home,0.1,1559,0.06041065219253597,642,0.01605515975907852,0.6090342679127726,91.71428571428571
E0+F1,draw+away,0.08,1782,0.023162257150446633,1001,0.016052779775052962,0.38461538461538464,143.0
E0+F1,draw+away,0.05,1782,0.023162257150446633,1001,0.016052779775052962,0.38461538461538464,143.0
B1+E0+F1,home+draw,0.1,2313,0.04736725988092131,809,0.016048935502042606,0.45488257107540175,115.57142857142857
D1+E1+I1,away,0.12,612,-0.007008369929961769,348,0.01604610435697272,0.4827586206896552,49.714285714285715
D1+E0+I1+SP1,all,0.05,7000,0.009377302700683252,3376,0.016044908899507538,0.43394549763033174,482.2857142857143
D1+E0+I1+SP1,all,0.08,7000,0.009377302700683252,3376,0.016044908899507538,0.43394549763033174,482.2857142857143
B1+E0+I1+SC0,all,0.1,4082,0.0004922445444380465,1975,0.0160446413600053,0.460253164556962,282.14285714285717
E0+E1+N1+P1,draw+away,0.05,3183,-0.00360325036995018,1849,0.016043764036177497,0.3666846944294213,264.14285714285717
E0+E1+N1+P1,draw+away,0.08,3183,-0.00360325036995018,1849,0.016043764036177497,0.3666846944294213,264.14285714285717
D1+E0+P1+T1,draw,0.1,813,-0.05853262492909272,473,0.01603603115504755,0.26004228329809725,67.57142857142857
