leagues,outcomes,edge_min,sel_bets,sel_roi,hld_bets,hld_roi
D1+E0,home+draw,0.12,1371,0.012971989114740779,450,0.03712721620977197
D1+E0,home+draw,0.15,791,0.02090619541034909,205,0.04289962282458252
D1+E0,home+draw,0.18,419,-0.01343536387859703,87,0.003869108884834257
D1+E0,home+draw,0.2,287,-0.01763095068622101,54,0.0662039087628948
D1+E0,home+draw,0.25,109,0.1551176155940851,24,0.38361025178620806
D1+E0,draw+away,0.08,1841,-0.006795793124829848,1130,-0.013908230262786704
D1+E0,draw+away,0.1,1273,0.006832324168709904,764,-0.017453535966067055
D1+E0,draw+away,0.12,871,-0.001135271395825621,520,0.01617113529633949
D1+E0,draw+away,0.15,468,0.03212387827417118,278,0.023686011379689096
D1+E0,draw+away,0.18,250,0.021386348728040742,124,0.05220357047521842
D1+E0,draw+away,0.2,167,0.06480806922890223,73,0.0004013964039295156
D1+E0,draw+away,0.25,78,0.1856492840338267,28,0.49459380809339226
D1+P1,all,0.08,3034,0.05026817865207282,1770,0.053047502439141705
D1+P1,all,0.1,2178,0.04927376015436811,1234,0.06372731335722047
D1+P1,all,0.12,1558,0.04457183947918841,836,0.09698731762172762
D1+P1,all,0.15,898,0.058643907456061184,455,0.12687293734028626
D1+P1,all,0.18,505,0.05262051665281845,218,0.14677212722143823
D1+P1,all,0.2,351,0.04084752925334481,144,0.1459214616470884
D1+P1,all,0.25,130,0.15057000858088795,38,0.35692996938995586
D1+P1,home,0.08,1378,0.07378071556767882,693,0.06658203520667559
D1+P1,home,0.1,1011,0.06740020107531706,504,0.07320552563220901
D1+P1,home,0.12,751,0.05261902659907964,341,0.08280830240440193
D1+P1,home,0.15,468,0.047366222075531955,182,0.09683169600946487
D1+P1,home,0.18,257,0.027612344414457285,85,0.1447968410481115
D1+P1,home,0.2,171,-0.009741027484707485,59,0.20550441210288944
D1+P1,home,0.25,54,0.08669219837899396,10,0.1527502347364655
D1+P1,draw,0.08,712,0.03337305834942751,443,0.0325627513743673
D1+P1,draw,0.1,518,0.05367628611172117,297,0.06811000781458512
D1+P1,draw,0.12,365,0.07715934409845655,198,0.10054507123065427
D1+P1,draw,0.15,198,0.12612147203970467,123,0.11311501800960759
D1+P1,draw,0.18,134,0.09639176599492204,62,0.12376547690164645
D1+P1,draw,0.2,110,0.1661104261534469,42,0.17345743197758842
D1+P1,draw,0.25,56,0.2420306942859781,20,0.6219337575300066
D1+P1,away,0.08,944,0.010609999292017764,634,0.04108645947098564
D1+P1,away,0.1,649,0.004430633086508285,433,0.04531511179735144
D1+P1,away,0.12,442,0.0011649706776680696,297,0.11948413292016977
D1+P1,away,0.15,232,0.03755922396466224,150,0.18480612091932472
D1+P1,away,0.18,114,0.08191785526892248,71,0.16378787036125933
D1+P1,away,0.2,70,0.0232380694845305,43,0.014920801869321513
D1+P1,away,0.25,20,0.12906156883069508,8,0.12392660715001505
D1+P1,home+draw,0.08,2090,0.06414496066434519,1136,0.05868726433911679
D1+P1,home+draw,0.1,1529,0.06417229639454278,801,0.07209411380924133
D1+P1,home+draw,0.12,1116,0.058211715912278056,539,0.08662137914203738
D1+P1,home+draw,0.15,666,0.0644507764004881,305,0.10071971336716175
D1+P1,home+draw,0.18,391,0.04540874060386604,147,0.13938817313150678
D1+P1,home+draw,0.2,281,0.04495389298595728,101,0.19678140855820941
D1+P1,home+draw,0.25,110,0.15496870060983042,30,0.42937787555329776
D1+P1,draw+away,0.08,1656,0.01983570813160667,1077,0.038275009028105725
D1+P1,draw+away,0.1,1167,0.024842882951639403,730,0.052707956268259006
D1+P1,draw+away,0.12,807,0.03311105287556802,495,0.1134589507160919
D1+P1,draw+away,0.15,430,0.07658111609326441,273,0.1600051455971402
D1+P1,draw+away,0.18,248,0.08933523687706034,133,0.1488952014225636
D1+P1,draw+away,0.2,180,0.10489157423108718,85,0.08026058936199608
D1+P1,draw+away,0.25,76,0.20615840819228584,28,0.4499831411675016
